날짜,제목
21.04.10,엔진 코인베이스 본진 여부 상관없다 생각하는 이유
21.04.10,묵훈이형이다. 오랜만에 구제이벤트 간다
21.04.10,재연이형 왔다 추가구제 1인당 50씩 5명
21.04.10,니애미 산다 가격제시
21.04.10,재연이형왔다 구제간다.
21.04.10,형이 구제해줄게 씨발년들아 딱기다려
21.04.10,코인판 졸업 기념 구제 세게 들어간다
21.04.10,최승민형님 사랑합니다 댓들달고 개추달어 구제 50명간다
21.04.10,2억 벌었다 소소하게 구제들어간다
21.04.10,15명 보냈고 추가로 5명만 더 구제
21.04.10,fact))) 돈 잃은 니가 지금 해야하는것.
21.04.10,개추박고계좌
21.04.10,구제 2차전 간다 왜 인증 안올리냐
21.04.10,엄마 장례식 마무리 하고 집 오는 길
21.04.10,많이먹었으니까 5만원씩 10명 구제간다
21.04.10,(갤최다인증) 구조대 형이야~ 5명 랜덤 구제 간다
21.04.09,(구제) 1년존버 그리스톨로 30배먹었다 댓글남겨라
21.04.09,[구제] 50만원씩 100명 구제해준다
21.04.09,아까 3명 구제해준다는 사람이다
21.04.09,ㅇ
21.04.09,10분한테 50씩 구제드렸습니다 찐막 20분 갑니다 ㄱㄱ
21.04.09,안녕하세요 민지공쥬입니다. 다시 한번 정리하겠습니다.
21.04.09,념글보내놔라
21.04.09,4억좌다 다시한번 구제기회준다
21.04.09,소소하게 나눔 진행하려고 합니다 구제 필요하신분 ㄱㄱ
21.04.09,방금기부한 100억좌입니다 20명 추가갑니다
21.04.09,100억좌 구제갑니다
21.04.09,32억형 인증합니다 구제50명합니다
21.04.09,구제) 진짜잃은사람만 들어오셈 20명
21.04.09,☆찐100억좌 올만에 등장 통.큰.구제들어간다~개념보내
21.04.09,❤+100만원씩 구제간다 ❤+ 인증샷첨부
21.04.09,한순간에 벼락부자됐다.. 100명 500만원씩 구제한다 개추박아라
21.04.09,■■■진짜 구제간다 100씩 인증까지있음■■■
21.04.09,인증) 더도 덜도말고 10명 50씩 보내준다. 인증필수다
21.04.09,계좌 적어바
21.04.09,계좌적어보셈.
21.04.09,방금 5명 보냈다 인증해라
21.04.09,구제? 속는셈치고 매달려봐 동생들아 10명 50만원씩
21.04.09,[비토] ㅅㅂ 비토 악재 떳다 !!!!!!!! 돔황챠 !!!!!!!!!!
21.04.09,던프로 9억먹었습니다 ㅋㅋㅋ 추천박고 계좌 ㄲ 30명 구제갑니다
21.04.09,오늘 돈좀 벌었는데 10만원씩 100명 구제 간다
21.04.09,도움 필요한 형들있어? 여유가 좀 생겨서 구제 해줄게
21.04.09,★50억 달성기념 30명 구제간다 개추박아라 ㄱㄱ
21.04.09,긴말안한다 계좌적고 추천박아라
21.04.09,☆100억좌 마지막 구제하고 빝갤 떠난다 입벌려~~~~~~~
21.04.09,계좌적어라 씹놈들아
21.04.08,안녕하세요 민지공쥬입니다. 상황 정리하겠습니다.
21.04.08,빗골 단타인증 5명 3만원씩 구제
21.04.08,☆100억좌 돌아왔다..통큰구제+사칭IP박제+구제인증글 개념ㄱㄱ
21.04.08,<인증>8시37분에 구제 10명했고 이번엔 50명간다
21.04.08,개추후 계좌남겨라.
21.04.08,■■■■■긴말x 5만원씩 100명구제■■■■■
21.04.08,실시간 회사형 식당 엎어버렸다..
21.04.08,■ (인증 첨부) 개념시 오늘 수익 전부 뿌린다. ■
21.04.08,구제 간절하지? 들어와 많이는 못줘
21.04.08,야구 이기고 있네~ 기분 좋으니까 10명 구제해줄게
21.04.08,아 다시 올릴게 파크리오 구제한다는 형이야.
21.04.08,청산하고 50명만 구제간다
21.04.08,소소하게 100만원 열명 구제간다
21.04.08,구제)선착20명 보냈다 추가로10명 5만원씩보낸다
21.04.08,구제)선착순20명 5만원씩보낸다
21.04.08,씨발 울면서 담배 피는거 인증
21.04.08,병신들아 계좌적어 밥은 먹어야 코인질도 하는거다
21.04.08,형왔다 개추+개추순서 적고 계좌 적어라 20명만 구제해준다..
21.04.08,☆100억좌 통큰구제+인증글+사칭박제+영자가 글내린다 개념ㄱ
21.04.08,선착 70명 10장씩 깔끔하게 구제 들어간다 념글 보내놔라
21.04.08,최초 ETF 결합 코인. 탈사람 타라.
21.04.08,념글형이다 마지막 보낸다 개추박고 주소남겨라
21.04.08,방금 구제인증 봤냐? 30명 100씩 구제간다
21.04.08,나도 10만원씩 구제간다.. 선착순
21.04.08,념글간 형이다.. 한번만 더 보낼게 그리고 인증글써라
21.04.08,형이다. 딱 20명만 구제한다. 손 아프니
21.04.08,형이다~ 오늘 기분 좋네 개추박자~
21.04.08,세면대 박살났다....
21.04.08,아니시발 비골 존나올랐다해서 3년만에왔는데
21.04.08,리플 대호재떳다 ㅋㅋㅋㅋ 드가자
21.04.08,왜캐 짭구제가 많냐 ㅋㅋ 난 인증하고 100씩 50명 구제갈게
21.04.08,개념글 올려라 10명 큰구제 간다
21.04.08,400억 형이다 념글가면 구제 또 해준다
21.04.08,꼭 읽어 이글은 성지가 될거야
21.04.08,엄마돈으로 코인하다가 집안 풍비박산났다..
21.04.08,1억땄다 용돈 구제해준다
21.04.08,형이다 오늘도 구제 간다
21.04.08,길게 말안함 간절한 새끼 다 구제해준다
21.04.08,마로1020층 오늘 집안 개박살남 ㅡㅡ;
21.04.08,!필독!코인판 떠납니다 구제해드리고갈게요
21.04.08,일단 4명한테 보냈고 다시 구제간다 계좌ㄱ
21.04.08,계좌 인증한다 구제 10명 간다
21.04.08,32억형이다 인증글봐라 추가100구제 라스트
21.04.08,코인판 과감히 떠날새끼만 구제
21.04.08,긴말안한다. 다섯명 백만원씩 뿌린다.
21.04.08,형 왔다 100명 10만원씩 구제간다
21.04.07,구제 해줄게 하락장 많이 힘들제?
21.04.07,딱 다섯만 뽑아서 구제간다
21.04.07,낮에 구제 받은애들 착하더라
21.04.07,형 또왔다 구제 5명
21.04.07,10만씩 선착순 50명 구제
21.04.07,아까 5명 보냈는데 추가로 100만씩 10명 더간다
21.04.07,힘든시기에 구제한번 들어간다
21.04.07,구제글)비코 1200퍼 수익 ㅋㅋ 100명 30씩 구제해준다
21.04.07,념글 올리면 선착순 20명 구제 ㄱㄱㄱㄱㄱ
21.04.07,(인증)오늘딴돈다뿌린다개념보내놔라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.04.07,죽고싶다 8천날렸다 나한테 큰돈이다 손떨려서 계란 엎었다
21.04.07,선착순 10명 10만원 구제
21.04.07,비토땜에 친구랑 싸웠다
21.04.07,선착순 10명 10만원 빠르게 구제한다 형은구라안친다
21.04.07,손실 70프로 보고 밥 던졌다...jpg
21.04.07,씨발 우는거 인증
21.04.07,🌑 10만원씩 8명 구제간다
21.04.07,좆같아서 피자에 오줌쌌다.
21.04.07,아 개씨발 폰 집어던졌는데 티비 맞았다 개씨발
21.04.07,손실 60% 보고 책상 내리쳤다...jpg
21.04.07,힘든시기에 힘내자 구제간다 50명
21.04.07,지금 들어가야할 코인 목록 콕 찝어준다
21.04.07,오랜만에 업비트 깔았는데 뭐냐??
21.04.07,-40퍼 손절치고 모니터 부셨다
21.04.07,빗붕이 업비트 1년만에 깔았는데 내돈다어디갔냐.....???
21.04.07,시드 - 60퍼 개씨발좆같아서 모니터에빅풋갈겨서 개박살냇다
21.04.07,엄마한테 손실 고백했더니 김치통 던졌다
21.04.07,5명 10만원. 코인판 떠남
21.04.07,구제) 형이다 하락장에 고생많다 5만원씩 구제할게
21.04.07,-60프로찍고 개빡돌아서 부엌 다때려부쉇다
21.04.07,세면대 부쉈다...
21.04.07,실시간 빡쳐서 라면 엎어버렸다
21.04.07,이번 폭락장 난 좀 다르게 본다.jpg
21.04.07,씨발 개빡쳐서 책상 다때려부셨다 그냥
21.04.07,인증)긴말안한다 160명 소소하게 구제간다....JPG
21.04.07,밥 먹다 뒤집어 엎어버렸다
21.04.07,애들아 형왔다 많이힘들지 념글보내라
21.04.07,빡쳐서 사무실 다때려부쉈다
21.04.07,다 때려뿌셨다 씨발개씨발
21.04.07,기숙사 방문부셨다
21.04.07,메디 너무 열받아서 트위터 테러하고왔다
21.04.07,오늘 오후 4시쯤으로 코인 다 정리해라(경고)
21.04.07,비토 폭락해도 내가 흔들리지 않는 이유.txt
21.04.07,리플 올랐다길래 와봤다
21.04.07,와이프 코인하는거 보니까 존나재밌더라
21.04.06,내가 비토에 풀매수 박은이유.jpg
21.04.06,이 씨발년 빨리 병걸려뒤졌으면 좋겠으면 개추ㄱㄱ
21.04.06,비토 화나서 모니터 부셨다
21.04.06,어제 왔던 존버장인형이다. 리스트 수정본이다.
21.04.06,이거보면 무조건 오를듯
21.04.06,비토 상황 한짤요약.jpg
21.04.06,비토 차트에 공룡 출현
21.04.05,비트코인의 모든것 << 여기서 이더미니산 개병신 호구있냐 ?
21.04.05,확실히 비트토렌트를 사고 나서 내 인생이 달라졌다.
21.04.05,던 플로우 둘다 물렸다 개추좀 줘라 ㅅㅂ 니들은 사지마라
21.04.05,이석우 욕해도되냐 ㅛㅣ발놈들아 추천이나 해줘
21.04.05,와 던 이새끼는 진짜 레전드네
21.04.05,엄마한테 미안하면 개추 ㅋㅋㅋㅋㅋ
21.04.05,오늘부터 우리집 개새끼 이름 '비토'로 지었다
21.04.05,비토 웃음벨 ㅋㅋㅋ
21.04.05,우리아빠 주식하다 망하고 자식새끼 코인하다 망했음
21.04.04,자신이 코인으로 돈 잃었으면 들어와봐
21.04.04,우리아빠 코인하는데 존나 웃긴게
21.04.04,오늘 돈좀 번 사람들 필독.txt
21.04.04,이번엔 많이 간다 50명까지~
21.04.04,구제) 형왔다 100만원씩 10명 간다
21.04.04,진짜 구제해준다 개미들아
21.04.04,35분전에 개념보내놔라
21.04.04,구제) 이새끼들 화력 낮네 3만원씩 30명 구제
21.04.04,휫자 30판 돌릴게 (인증)
21.04.04,[차트 봐주는 남자] '톤' 차트 분석 결과 나왔습니다...JPG
21.04.04,구제)저번에 돈뿌렸던 형이다 5명추첨 20만원씩 간다
21.04.03,선착순 30명 30만원씩 구제합니다
21.04.03,구제)저번에 돈뿌렸던 형이다 10명추첨 10만원씩 간다
21.04.03,찐)구제 들어간다
21.04.03,구제) 3만원씩 전원 구제해줄게 주말인데 치킨무야제
21.04.03,나 여잔데 칠리즈로 돈 벌 예정이니 선착30명 구제
21.04.03,10명 15만원씩 구제한다 빠르게
21.04.03,긴말안한다. 다 뿌리고 간다.
21.04.03,형왔다. 개추랑 계좌 적어라 선착 50명
21.04.03,3개월차 코린이의 감동실화.jpg
21.04.03,형은 장난 안친다 50명 100만원 구제간다
21.04.02,실시간 수익인증) 거짓말 안치고 10만원 10명 댓글+추천 ㄱㄱㄱㄱㄱㄱㄱ
21.04.02,코린이를 위한 정말 보기 쉬운 차트
21.04.02,선착순 구제 들어갑니다 @@@
21.04.02,딴돈에 반만가져간다 구제간다 개추박아라
21.04.02,●●●노식고래 형이다●●●
21.04.01,엠블 8.5원 형이다 현재 시장 상황 정리.txt
21.04.01,메타 메디 총정리.jpg(싸우지마)
21.04.01,람다 아르고 형이다. 알파쿼크 12800까지 글안올림 ㅇ
21.04.01,람다 아르고 형이다 알파쿼크12000원돌파 쑤아리 한번듣고가자
21.04.01,오늘같은 불장에 손해보고있는새끼 개추....
21.03.31,장문)낮에 푸념글 썼던 코린이인데 실패사례 적어놓고감
21.03.31,전세계 코로나 감염자수 사망자수 순위... 2021년 3월 31일
21.03.31,펀디청산한다 100만원 10명만 구제한다
21.03.31,자신이 매크로나 저능아라면 계좌번호
21.03.31,메디존버 3천 먹었고 소소한 나눔갑니다.
21.03.31,펀디엑스 2017년부터 코인한 고수가 알려준다
21.03.31,씨발 이거 거짓말이라고해줘 제발
21.03.31,아씨발 나 시린 지슴 손발이떨린다씨발
21.03.31,아니씨발 나 진지하니까 시린 어떻게빼냐고 개새끼들아
21.03.31,노식고래 식구된지 한달차 후기 !
21.03.30,아침 11시에 사놨던 넴..!! 어케됐을까 두근두근
21.03.30,메탈 차트 완벽하게 분석했다
21.03.28,선진운수갤가서 대구1년은 사퇴하라 글쓰면 글당 10만원구제
21.03.28,구제간다 선착순20명
21.03.28,형님들 구제해드립니다 념글 보내주세요
21.03.28,인증) 3차이벤트 졸업기념 구제간다
21.03.28,형님들 저도 구제 한번 들어가보겠습니다
21.03.28,인증) 코인 졸업했으니까 구제 들어간다
21.03.28,오늘 장 완벽분석
21.03.27,오랜만이다. 90만원으로 3억땃다 소소하게 5만씩 100명나눔
21.03.27,구제해주는거 보기 좋네 나도 처음으로 구제 해본다
21.03.27,"국민청원 도와주세요. 빗썸 연류 사기 사건, 前지수대장은 술판을 벌였다함"
21.03.27,수원여객갤 분탕치고오면 1글당 1만원씩 구제함
21.03.27,51.8명 52.3만원씩 빠르게 구제간다 형은 확실히보낸다
21.03.27,노식고래 오픈톡방 다 푼다 리얼100% 시드800 3300만듬
21.03.27,회장님 등장했다 퍼뜩와라. 선착
21.03.27,*방금 비토 롱 쳐서 4억 먹은 형이다.
21.03.27,형왔다 적어라
21.03.27,펀디 0.13원에 1억넣고 10.6원에 팔았어요
21.03.27,[구제] 30만원씩 100명 입금 ㄱㄱㄱ
21.03.27,10만원씩 50명 보낸다 댓글 달어라
21.03.26,(구제)10만원 30명 ㅡㅡㅡ엠블물린흑우들 필독 ㅡㅡㅡ
21.03.26,30명 200구제 간다
21.03.26,선착순 15명 518만원 구제한다
21.03.26,랜덤30명 10만원씩돌린다/실시간인증o 저번에도 쐈음
21.03.26,(마지막글) 샌드박스 정리
21.03.26,선착순 15명 700만원씩 보낼게 ㅇㅇ
21.03.26,지금 코인하고있는놈들은 줫병신이지 ㅋㅋㅋㅋㅋㅋㅋㅋ
21.03.25,사나이 테스트 견디는중인 사나이는 개추
21.03.25,메타디움 수익인증+나눔
21.03.25,구제) 1시까지 10명 사다리돌려서 10만씩 보냄
21.03.24,한동안 업비트 안열고 엠블봤더니 이게무슨일이고
21.03.24,무비블록의 시대가 온다
21.03.24,[구제] 100명 5만원씩 구제해드립니다
21.03.24,[2차구제] -시린 구제-
21.03.24,오늘 상폐뜬 퓨마페이 270층 거주자다 질문받는다
21.03.23,하이브로 빌딩샀다 새끼들아 ㅋㅋㅋㅋㅋㅋ
21.03.23,300억 벌고 졸업하면서 진짜 간절한 사람들 구제해준다
21.03.22,와 나보다 쓰레기 있냐 방금 1200이 순식간에 520됐다
21.03.22,찌지직 찌지지...직 여... 여기는 2021년 12월 시세표...
21.03.22,비트토렌트를 실제로 써봤다.BTT
21.03.22,⬛념글요청) 유입 코린이를 위한 빗갤용어 대사전 1.0⬛
21.03.22,현재 장 대응 방법은
21.03.22,정말 이런 장에는 아무데나 넣어도 오를까? - 2일차
21.03.21,아까 100배율로 돈벌었다는 사람이다
21.03.21,진짜 힘든애 추첨후 50만씩
21.03.21,코인8년차 이번 폭락사태 분석해보았다. (개추앙망)
21.03.21,야 대박이다 ㅋㅋㅋㅋ20퍼오름ㅋㅋ 개추좀(인증)
21.03.21,와이프가 짐싸고나가서 벽부셨다
21.03.21,코인판뜰새끼만 계좌적어
21.03.21,15명 끝났는데 개추 박고 댓글 남기면 선착 20명 추가로 돈 더 줄겡
21.03.21,랜덤 10명 20만원 구제 간다
21.03.21,100만원이라도 받고 싶은사람?
21.03.21,개추 박고 계좌 달아주세요
21.03.21,아니 50만원 뿌린다니까 추천안해주네ㄹㅇ
21.03.21,비트코인 졸업ㅇㅇ 념글보내놔 돈줄게
21.03.21,개념글보내봐 진짜가뭔지보여줄게 ㅋㅋ
21.03.21,복붙하기 힘드니까 계좌하고 은행만 적어라
21.03.21,념글보내면 5명 100쏜다
21.03.21,펀디 정보입니다. 저 다시왔어요
21.03.21,코인판접는다..선착50명
21.03.21,형은 현금화하고 관망중이다ㅇㅇ 댓글로 사연적어라
21.03.21,진짜 존나 어이없어서 웃음만나오네ㅋㅋㅋㅋ
21.03.21,엠블 무조건 천원가는 이유 팩트임
21.03.21,엠블로 벌어서 20씩 10명 준다.
21.03.21,[구제] 일게이들한테 구제한다
21.03.21,수익인증) 계좌남겨라
21.03.21,엠블 도망치라고한 씨발새끼 고소 가능함? 얘 때매 내 인생 망가짐
21.03.21,긴말안한다오늘 펀디단타로 2천만땡겨서 20명 구제간다
21.03.21,추가로10명 더 받는다.
21.03.20,딱10명10만원만.
21.03.20,3월 맛있게 먹었누 구제해준다
21.03.20,3월달 마지막 구제 통 크게 간다
21.03.20,다리 혐짤 신종사기꾼(최문선-신은식) 새끼 박제(증거有)
21.03.20,[구제] 코인접음 5만원씩 100명 입금해줌
21.03.20,계좌적어라 애들아
21.03.20,엠블로 코인졸업했다 ^^ 50명 20만원씩 파티하고간다
21.03.20,엠블평단6원이다. 개추박고 계좌적어
21.03.20,형왔다 마지막으로 구제하고 간다
21.03.20,형왔다 긴말 안한다 계좌남겨라
21.03.20,군대갈때 박고갔는데 스톰 평단3원이다..
21.03.20,적어라
21.03.20,나도 이제 코인판 뜬다. 마지막 구제 랜덤3명 50만
21.03.20,딱 100명 선착순이다 념보내놔라
21.03.20,코인판 뜨기전에 3명만 구제해주고 간다 념글보내라
21.03.20,형믿냐? 10만원 딱 3명만구제해준다
21.03.20,구제 드간다 통크게 1명 100만원 구제
21.03.20,마지막입니다. 계좌 남겨주세요
21.03.20,념글 5명 10만원
21.03.20,형님들 이거 고소되나요? 너무 무서운데 ㅠㅠㅠ
21.03.20,구제하러 형왔다
21.03.20,념요청) 비트코인 갤러리 이벤트 합니다~(유동참여o)
21.03.20,실시간 수익인증) 비트토렌트 뭐냐;; 10만원씩 10명 쏜다 댓글
21.03.20,형왔다.. 개추박고 계좌올려라 ㅇㅇ
21.03.20,좉같아서 내가 구제해준다 개버러지년들아
21.03.20,다시 쓴다 딱 1000명만 구제한다
21.03.20,똥 먹어본 사람만 계좌 남겨
21.03.20,념글 보내면 10만원 30명
21.03.20,바지에 똥 싼 새끼 개추 누르고 댓글
21.03.20,마지막으로 꽝없이 다 드리고 갈게요.
21.03.20,50만원씩 네분 보냈습니다. 100만원 한분 더 드려요
21.03.20,10만원씩 열분 보냈습니다. 마지막 50만원 네분 보냅니다
21.03.20,마지막으로 10만원씩 10명 나눔 하겠습니다.
21.03.20,오케 다음새끼 라스트 3천 뿌리고 자러간다 사연 박아라
21.03.20,100명 마감 인생 즐겁다 ㅇㅇ
21.03.20,형은 찐따같이 두번 말안한다 개추박아라 선착순 100명 10만원씩
21.03.20,이더 500억좌다 화력 좋아서 5명 더간다
21.03.20,이더리움 500억좌다 100만 3명 구제한다
21.03.20,구제해준다 계좌남겨라
21.03.19,내일 집계약하려고 현찰뽑았다. 1명 25만원 구제한다
21.03.19,선착순 30명만 개추박고 계좌 달아라
21.03.19,개추박고 댓글달아라 20명 구제
21.03.19,개추박고 계좌박어시발
21.03.19,오늘 날이다 다시 계좌적어라
21.03.19,형왔다 계좌적어라
21.03.19,소소한 나눔하려구요..
21.03.18,나도 앵무새한테 픽 부탁 해봤다
21.03.18,5년후) 암 수술비가 7메디블록이라니...말세야...
21.03.18,스톰엑스로 돈벌어서 구제간단 형인데 이건아니지
21.03.18,지옥의 카카오코인 3형제.jpg
21.03.17,[제 1회 비트코인 갤러리 이벤트 당첨자 명단]외 추가 당첨자 선정
21.03.17,새끼들아 돈 받고나서 인증도 안하냐?
21.03.17,칠리로 3억만 익절했다 선착순 50명 이벤트연다
21.03.17,마재윤씨 5만원 인증하세요 / 5만원 5명 구제
21.03.17,인증도 안하는것들이 돈 뿌리냐? 인증가고 10명 30씩 준다 추천업
21.03.17,인증) 코인판 졸업하고 떠나기전에 나눔하고 갑니다
21.03.17,비트로 5억 익절. 념글가면 10명만 구제감.
21.03.17,칠리즈로 돈벌고 이판 뜬다 추천댓글계좌 10명10만원
21.03.17,코인으로 70억 벌었다 [라스트 나눔]
21.03.17,선착순X ) 현금화 잘 해놓은 기념으로 30명만 구제해준다
21.03.17,엠블단타 마지막 구제감 3만 ㅋ
21.03.17,100억형이다. 긴말안한다
21.03.17,간단하게 수익인증하고 나눔할게요...JPG
21.03.17,5명 통크게 1억씩준다
21.03.17,구제) 형이다 구제하러옴 개추박으면 전부 2만원
21.03.17,칠리즈는 이제 돈문제가 아니다
21.03.16,7억벌고 코인 청산한다 마지막 뽀찌 크게 100만원 3명 쏘고감
21.03.16,[디카르고 물린 사람들 필독] 호재 보는법
21.03.16,시발... 디카 때문에 와이프랑 엉엉 울었다...
21.03.16,엠블로 9천만원먹었다 념글가면 구제간다
21.03.16,작품명:디카르고
21.03.16,씨발 ㅋㅋ 반차쓰고 집가서 잤더니 뭐냐이거
21.03.16,디카르고 현 상황 한짤 요약.jpg
21.03.16,긴말안한다 디카로 1억수익남겨서 빛붕이30명 백만원씩 쏜다
21.03.16,많이는 못주고 만원씩 구제합니다. 국밥값만 드림. 선착순 20명
21.03.16,50명 5만원 선착순 에어드랍(인증O)
21.03.16,코인 접는다......
21.03.16,뽀찌준다
21.03.16,두번째 구제 들어간다 (조건 잘봐라)
21.03.15,오늘 장에서 돈 잃은 사람만 개추눌러보자
21.03.15,현재 빗갤 상황.txt ㅋㅋ
21.03.15,ㅅㅂ 좆돼다 개악재떴음 (알고리즘이 날 살림)
21.03.15,념글 가면 10명 50만원씩 구제간다
21.03.15,개념글요청) 아하토큰 광고쟁이 12명 영구정지.jpg
21.03.15,코인졸업한다 념글올리고 계좌달아
21.03.15,9시에 10명 구제했다 2차간다 계좌 ㄱ
21.03.15,잡코인을 3년동안 존버하면 어떻게 될까?...jpg
21.03.15,통크게 진짜로 인생 구제해준다
21.03.14,12시추첨 10만원 5명 구제한다 추천댓글계좌
21.03.14,200만원씩 20명 구제간다 코인판 접는다 ㅅㄱ
21.03.14,코린이들을 위한 비트코인 하는방법
21.03.14,개추박고 계좌적어라 전부 3만원씩 보내준다
21.03.14,50씩 10명만 보내줌 인증있음
21.03.14,선착순 25명 긴말안합니다.
21.03.14,긴말안한다 계좌적어라
21.03.14,선착순 20명 구제간다
21.03.14,긴말안한다 비트코인 25프로 수익률내서 구제들어간다
21.03.14,칠리로 500퍼 찌웠다 구제 들어간다...
21.03.14,수익인증한다 . ㅋㅋ 코인그만혀야것다
21.03.13,선착순20명 500원씩 계좌로 지급
21.03.13,28살 인생 5천만원으로 시작했습니다. 10만원씩 10명 드립니다 추천+
21.03.13,코인판 졸업한다 계좌적어라
21.03.13,개추)선착순 30명 10만원씩 구제한다
21.03.13,념글가면 10명 구제간다 ㅃㄹㅇ
21.03.12,선착20명 구제한다
21.03.12,안녕하세요. 디카르고 세력입니다.
21.03.12,[구제] 선착 30명까지 구제한다
21.03.12,[구제] 칠리즈 수익 3억넘음 100명 10만원씩 구제시작
21.03.11,코린이 알아야될 점들 10억 번 엉아가 알려줄게. 자세하게 읽어.돈도뿌림
21.03.11,쎄타 9억 수익 기념 500만원 나눔.jpg
21.03.11,●●●노식이형이다●●●학식고래야 죽는다 진짜
21.03.10,레버 100배로 단타 조지는 형이다. 구제 역대급 규모로 가줄게.
21.03.10,100만원씩 17명 나눔간다.
21.03.09,칠리즈AMA 기념 총 30분께 20만원씩 구제해드리도록 하겠습니다
21.03.09,오늘 아튜브 코인으로 돈복사한 썰 푼다.jpg (인증)
21.03.08,엄마 내가 진짜 미안해
21.03.07,●●●노식이형이다 계좌 불러라 용돈줄게 사기꾼아●●●
21.03.07,이번 나눔으로 더이상 나눔 안합니다.
21.03.07,비트코인으로 20억 번사람이다 개추 ㄱ ㄱ
21.03.07,비트코인으로 20억 넘게 벌고간다 인증ㅇㅇ선착순 20명 100만원 구제
21.03.06,(인증O) 3차 50만원 구제완료 및 4차 추가구제 합니다.
21.03.06,빗갤에서 애들 구제해주면 안되는 이유 결말
21.03.06,형들나어캐함? 고소한대
21.03.06,(념글보내줘) 빗갤에서 애들 구제하면 안되는 이유
21.03.06,30살에 코인빚만 4800됐다
21.03.05,구제) 오늘 밀크물린 흑우들만 20명구제
21.03.05,긴말안함 100명 10만원씩 구제 ㄱㄱㄱ
21.03.05,[구제] 100만원씩 30명 뿌리고 코인 접습니다
21.03.05,20명 구제간다 댓적어라
21.03.05,오늘 단타로 1억벌었다 계좌적어라
21.03.04,10명 보냈고 막간타임 선착 10명 더 ㅋㅋ
21.03.04,크립토 현재 상황---걍 팩트임 엄청 김
21.03.04,빗갤 최고 사기꾼새끼 알려준다 이새끼만거르면됨
21.03.04,비트코인의 모든것 < 무료방 소통방인척하는데 가지마라
21.03.04,구제한다 10만원씩 10명만
21.03.04,[인증]구제간다 념글보내고 댓글에 계좌 적어
21.03.04,디카르고로 손해본 선착순50명 구제간다 (인증)
21.03.04,자살마렵다 디카르고 나보다 평단 낮은애들은 아닥하셈
21.03.04,디카 241에 타서 -2400만원이다 뒤지겠다 진짜
21.03.03,념글가능?
21.03.03,형 또 왔다 불쌍해서 안되겠다
21.03.03,콧물 빨아먹다가 5억 벌렸다
21.03.03,[빗갤재난지원금] 15명 지급완료 및 추가지급 총 20명
21.03.03,한번 더 이벤트 드가자~
21.03.03,<인증> 5차 구제 갑니다
21.03.03,[인증] 30은 너무 많은 거 같아서 25 찍으면 갈게요
21.03.03,[인증] 4차 추첨 갑니다
21.03.03,[인증] 10명 구제 완료 및 추가 15명 구제합니다. (60만원)
21.03.02,15명 10씩 보냈다~
21.03.02,30분 추첨 15명
21.03.02,[나눔] 비트코인 최초나눔 형왔다.jpg
21.03.01,저번에 밥값 보낸 구걸충한테 카톡왔다.....jpg
21.03.01,비트코인의 미래......jpg
21.02.27,빗갤 코인 사망 플래그..........jpg
21.02.27,비트코인 갤러리 하루일상 ㅋㅋ
21.02.27,홍보아니야 에이다가 혼자 상승하는 이유
21.02.26,3억으로 8억 벌었다. 10명 20만원씩 구원 계좌
21.02.26,32억 벌었다 선착순 15명 7만원씩 구제
21.02.26,[4차추첨]선착순 10명 10만원
21.02.26,[3차추첨] 선착순 10명 10만원 구제
21.02.26,개추)선착순 30명만 구제간다
21.02.26,선착10명 10만원 빠르게 구제간다
21.02.26,념글가면 전원 10만원씩
21.02.26,수원여객갤 가서 분탕치면 41명 7만원 빠르게 뿌리고 퇴근한다
21.02.26,100만원씩 30명 구제해준다
21.02.26,선착순 15명 15만원씩 빠르게에어드랍
21.02.25,600만원으로 600억번 사람 코린이 시절.jpg
21.02.24,추천하고 계좌 적고 가라
21.02.24,20명 10만원씩 구원 8시 30분 추첨
21.02.24,여자만 7명 70만원씩 뿌린다 빠른계좌
21.02.24,저번에뿌리고 또 왔다 선착순 38명 념글올리면 바로뿌린다 ㄱㄱ
21.02.24,비트코인으로 37억수익냈다 20명 100만원씩 구제해준다
21.02.24,26억7천만 수익이다. 70명 계좌 박아라!!!!
21.02.24,추천100개넘으면 5명 100만원보낸다
21.02.24,한명당 10만원씩 구제들어간다 200명 컷 념글 안갈시 무효
21.02.24,도지 7억 물린 짤
21.02.24,도지코인 물린 새끼들 필독. 도지코인 근본 있다 존버해라.JPG
21.02.24,개추요청) 도지코인 잘먹었다 10만원 5명 나눔한다
21.02.24,념글) 3시간만에 아파트 한채값 벌었다.
21.02.24,어제 하락에 많이 잃으신분 20명 ..
21.02.24,3114억 벌었다 점심값 5만원씩 나눔
21.02.24,코인으로 인생역전했다 미련없이 떠난다 계좌남겨라
21.02.24,나 아까 자살하고싶다던앤데 아거ㅜ누가 보내준거야
21.02.24,돈 많이 잃은 얘들 들어와봐
21.02.24,100만원씩 보낸다는 성자다. 10명 50 더 계좌
21.02.23,방금 10만원 념글형이다
21.02.23,10만원 10명 구제간다
21.02.23,인증) 집 창문 깨부렸다 개씨팔새끼늘
21.02.23,실시간 4억 수익중 (30만원 20명 선착)
21.02.23,정보)) 이번 폭락장 이유...+gisa
21.02.23,두당 5만원 준다
