"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 09월 08일","12,382,000","12,486,000","12,582,000","12,279,000","0.71K","-0.73%"
"2019년 09월 07일","12,473,000","12,342,000","12,598,000","12,340,000","1.42K","1.02%"
"2019년 09월 06일","12,347,000","12,639,000","13,000,000","12,300,000","3.91K","-2.37%"
"2019년 09월 05일","12,647,000","12,649,000","12,748,000","12,550,000","1.13K","-0.02%"
"2019년 09월 04일","12,650,000","12,720,000","12,897,000","12,436,000","2.05K","-0.53%"
"2019년 09월 03일","12,718,000","12,445,000","12,960,000","12,312,000","3.10K","2.17%"
"2019년 09월 02일","12,448,000","11,779,000","12,556,000","11,740,000","8.74K","5.68%"
"2019년 09월 01일","11,779,000","11,616,000","11,858,000","11,555,000","9.60K","1.42%"
"2019년 08월 31일","11,614,000","11,663,000","11,728,000","11,510,000","5.23K","-0.41%"
"2019년 08월 30일","11,662,000","11,538,000","11,769,000","11,397,000","16.70K","1.07%"
"2019년 08월 29일","11,539,000","11,791,000","11,791,000","11,380,000","4.15K","-2.14%"
"2019년 08월 28일","11,791,000","12,237,000","12,312,000","11,700,000","3.15K","-3.59%"
"2019년 08월 27일","12,230,000","12,430,000","12,449,000","12,095,000","0.57K","-1.59%"
"2019년 08월 26일","12,428,000","12,223,000","12,666,000","12,223,000","0.85K","1.66%"
"2019년 08월 25일","12,225,000","12,217,000","12,399,000","12,015,000","0.86K","0.21%"
"2019년 08월 24일","12,199,000","12,464,000","12,472,000","11,988,000","0.65K","-2.13%"
"2019년 08월 23일","12,465,000","12,226,000","12,532,000","12,148,000","0.87K","1.95%"
"2019년 08월 22일","12,226,000","12,306,000","12,444,000","11,857,000","0.89K","-0.63%"
"2019년 08월 21일","12,303,000","12,307,000","12,420,000","12,053,000","1.21K","-2.84%"
"2019년 08월 18일","12,663,000","12,429,000","12,730,000","12,234,000","3.79K","1.88%"
"2019년 08월 17일","12,429,000","12,572,000","12,720,000","12,210,000","4.07K","-1.14%"
"2019년 08월 16일","12,572,000","12,620,000","12,852,000","11,939,000","10.23K","-0.38%"
"2019년 08월 15일","12,620,000","12,210,000","12,774,000","11,509,000","12.74K","3.48%"
"2019년 08월 14일","12,196,000","13,152,000","13,152,000","12,100,000","9.11K","-7.24%"
"2019년 08월 13일","13,148,000","13,701,000","13,740,000","12,982,000","5.22K","-4.04%"
"2019년 08월 12일","13,702,000","13,877,000","13,920,000","13,566,000","2.34K","-1.36%"
"2019년 08월 11일","13,891,000","13,691,000","13,926,000","13,430,000","3.57K","1.47%"
"2019년 08월 10일","13,690,000","14,254,000","14,330,000","13,581,000","5.92K","-3.96%"
"2019년 08월 09일","14,254,000","14,253,000","14,300,000","14,000,000","5.17K","0.03%"
"2019년 08월 08일","14,250,000","14,203,000","14,316,000","13,825,000","6.30K","0.45%"
"2019년 08월 07일","14,186,000","13,789,000","14,392,000","13,545,000","10.04K","2.88%"
"2019년 08월 06일","13,789,000","14,186,000","14,550,000","13,415,000","13.52K","-2.78%"
"2019년 08월 05일","14,184,000","12,969,000","14,237,000","12,953,000","10.87K","9.37%"
"2019년 08월 04일","12,969,000","12,784,000","13,049,000","12,462,000","5.53K","1.39%"
"2019년 08월 03일","12,791,000","12,586,000","12,888,000","12,542,000","4.10K","1.63%"
"2019년 08월 02일","12,586,000","12,300,000","12,770,000","12,216,000","5.59K","2.33%"
"2019년 08월 01일","12,300,000","11,968,000","12,412,000","11,678,000","5.38K","2.77%"
"2019년 07월 31일","11,968,000","11,343,000","11,969,000","11,320,000","6.00K","5.51%"
"2019년 07월 30일","11,343,000","11,277,000","11,497,000","11,141,000","3.22K","0.59%"
"2019년 07월 29일","11,277,000","11,330,000","11,550,000","11,150,000","3.66K","-0.31%"
"2019년 07월 28일","11,312,000","11,307,000","11,418,000","11,000,000","3.53K","0.04%"
"2019년 07월 27일","11,307,000","11,668,000","12,017,000","11,150,000","6.31K","-3.09%"
"2019년 07월 26일","11,668,000","11,740,000","11,740,000","11,453,000","3.15K","-0.61%"
"2019년 07월 25일","11,740,000","11,610,000","12,107,000","11,565,000","4.81K","1.12%"
"2019년 07월 24일","11,610,000","11,800,000","11,815,000","11,340,000","7.03K","-1.59%"
"2019년 07월 23일","11,798,000","12,325,000","12,326,000","11,760,000","5.72K","-4.28%"
"2019년 07월 22일","12,325,000","12,582,000","12,684,000","12,100,000","4.82K","-2.04%"
"2019년 07월 21일","12,582,000","12,778,000","12,840,000","12,299,000","5.35K","-1.53%"
"2019년 07월 20일","12,777,000","12,534,000","13,108,000","12,410,000","7.47K","1.94%"
"2019년 07월 19일","12,534,000","12,653,000","12,788,000","12,200,000","9.45K","-0.94%"
"2019년 07월 18일","12,653,000","11,643,000","12,800,000","11,095,000","16.19K","8.67%"
"2019년 07월 17일","11,643,000","11,403,000","12,000,000","10,891,000","19.21K","1.91%"
"2019년 07월 16일","11,425,000","13,190,000","13,400,000","11,301,000","16.09K","-13.37%"
"2019년 07월 15일","13,189,000","12,415,000","13,451,000","11,886,000","14.84K","6.21%"
"2019년 07월 14일","12,418,000","13,808,000","13,850,000","12,376,000","12.24K","-10.16%"
"2019년 07월 13일","13,822,000","14,194,000","14,255,000","13,401,000","6.25K","-2.55%"
"2019년 07월 12일","14,184,000","13,787,000","14,296,000","13,248,000","11.15K","2.93%"
"2019년 07월 11일","13,780,000","14,622,000","14,636,000","13,482,000","16.94K","-5.76%"
"2019년 07월 10일","14,622,000","14,940,000","15,542,000","14,012,000","17.21K","-2.13%"
"2019년 07월 09일","14,940,000","14,574,000","15,175,000","14,433,000","12.17K","2.50%"
"2019년 07월 08일","14,576,000","13,649,000","14,722,000","13,503,000","9.35K","6.79%"
"2019년 07월 07일","13,649,000","13,602,000","13,775,000","13,403,000","4.25K","0.35%"
"2019년 07월 06일","13,602,000","13,346,000","13,980,000","13,340,000","6.92K","1.92%"
"2019년 07월 05일","13,346,000","13,515,000","13,788,000","13,070,000","9.98K","-1.32%"
"2019년 07월 04일","13,524,000","14,422,000","14,515,000","13,450,000","11.65K","-6.23%"
"2019년 07월 03일","14,422,000","13,217,000","14,450,000","13,217,000","16.43K","9.11%"
"2019년 07월 02일","13,218,000","13,013,000","13,337,000","11,750,000","21.79K","1.58%"
"2019년 07월 01일","13,013,000","13,588,000","13,856,000","12,270,000","16.91K","-3.98%"
"2019년 06월 30일","13,552,000","14,568,000","14,829,000","13,499,000","9.75K","-6.97%"
"2019년 06월 29일","14,568,000","15,307,000","15,404,000","14,243,000","10.77K","-4.84%"
"2019년 06월 28일","15,309,000","14,008,000","15,378,000","13,600,000","17.46K","9.37%"
"2019년 06월 27일","13,997,000","15,863,000","16,400,000","12,959,000","32.22K","-11.84%"
"2019년 06월 26일","15,876,000","13,983,000","16,850,000","13,885,000","27.61K","13.53%"
"2019년 06월 25일","13,984,000","12,900,000","13,999,000","12,870,000","9.25K","8.40%"
"2019년 06월 24일","12,900,000","12,686,000","12,969,000","12,450,000","5.20K","1.78%"
"2019년 06월 23일","12,675,000","12,385,000","13,040,000","12,200,000","6.49K","2.34%"
"2019년 06월 22일","12,385,000","11,991,000","13,054,000","11,840,000","14.64K","3.34%"
"2019년 06월 21일","11,985,000","11,350,000","12,000,000","11,350,000","5.89K","5.55%"
"2019년 06월 20일","11,355,000","11,062,000","11,400,000","10,943,000","4.75K","2.64%"
"2019년 06월 19일","11,063,000","10,900,000","11,100,000","10,833,000","2.56K","1.49%"
"2019년 06월 18일","10,901,000","11,056,000","11,083,000","10,750,000","3.85K","-1.51%"
"2019년 06월 17일","11,068,000","10,717,000","11,185,000","10,717,000","4.37K","3.19%"
"2019년 06월 16일","10,726,000","10,537,000","11,164,000","10,472,000","6.93K","1.80%"
"2019년 06월 15일","10,536,000","10,465,000","10,550,000","10,315,000","2.39K","0.68%"
"2019년 06월 14일","10,465,000","9,936,000","10,515,000","9,855,000","4.33K","5.27%"
"2019년 06월 13일","9,941,000","9,789,000","10,025,000","9,697,000","2.76K","1.46%"
"2019년 06월 12일","9,798,000","9,588,000","9,863,000","9,505,000","3.42K","2.19%"
"2019년 06월 11일","9,588,000","9,740,000","9,750,000","9,451,000","3.12K","-1.56%"
"2019년 06월 10일","9,740,000","9,429,000","9,788,000","9,290,000","4.29K","3.30%"
"2019년 06월 09일","9,429,000","9,728,000","9,770,000","9,336,000","2.66K","-3.07%"
"2019년 06월 08일","9,728,000","9,741,000","9,813,000","9,592,000","1.99K","-0.17%"
"2019년 06월 07일","9,745,000","9,489,000","9,814,000","9,380,000","4.08K","2.70%"
"2019년 06월 06일","9,489,000","9,571,000","9,650,000","9,138,000","3.78K","-0.86%"
"2019년 06월 05일","9,571,000","9,488,000","9,777,000","9,330,000","5.32K","0.85%"
"2019년 06월 04일","9,490,000","10,000,000","10,053,000","9,200,000","9.97K","-5.10%"
"2019년 06월 03일","10,000,000","10,501,000","10,502,000","10,000,000","4.58K","-4.76%"
"2019년 06월 02일","10,500,000","10,328,000","10,586,000","10,321,000","2.66K","1.67%"
"2019년 06월 01일","10,328,000","10,365,000","10,400,000","10,232,000","2.47K","-0.41%"
"2019년 05월 31일","10,371,000","10,146,000","10,387,000","9,900,000","5.52K","2.20%"
"2019년 05월 30일","10,148,000","10,339,000","10,811,000","9,904,000","7.54K","-1.85%"
"2019년 05월 29일","10,339,000","10,332,000","10,490,000","10,046,000","4.02K","0.07%"
"2019년 05월 28일","10,332,000","10,382,000","10,451,000","10,204,000","3.81K","-0.47%"
"2019년 05월 27일","10,381,000","10,299,000","10,583,000","10,255,000","5.84K","0.79%"
"2019년 05월 26일","10,300,000","9,593,000","10,434,000","9,390,000","6.05K","7.43%"
"2019년 05월 25일","9,588,000","9,555,000","9,662,000","9,500,000","2.37K","0.33%"
"2019년 05월 24일","9,556,000","9,475,000","9,688,000","9,351,000","4.84K","0.78%"
"2019년 05월 23일","9,482,000","9,289,000","9,587,000","9,006,000","6.21K","2.07%"
"2019년 05월 22일","9,290,000","9,498,000","9,595,000","9,202,000","5.26K","-2.28%"
"2019년 05월 21일","9,507,000","9,580,000","9,644,000","9,403,000","4.43K","-0.66%"
"2019년 05월 20일","9,570,000","9,699,000","9,700,000","9,200,000","7.18K","-1.33%"
"2019년 05월 19일","9,699,000","8,800,000","9,770,000","8,793,000","8.59K","10.25%"
"2019년 05월 18일","8,797,000","8,885,000","9,215,000","8,700,000","6.24K","-0.99%"
"2019년 05월 17일","8,885,000","9,452,000","9,529,000","8,050,000","14.27K","-6.00%"
"2019년 05월 16일","9,452,000","9,617,000","9,832,000","9,262,000","10.36K","-1.72%"
"2019년 05월 15일","9,617,000","9,536,000","9,753,000","9,243,000","8.63K","0.86%"
"2019년 05월 14일","9,535,000","9,240,000","9,900,000","9,100,000","13.84K","3.19%"
"2019년 05월 13일","9,240,000","8,179,000","9,505,000","8,064,000","14.32K","13.01%"
"2019년 05월 12일","8,176,000","8,382,000","8,800,000","7,915,000","10.48K","-2.53%"
"2019년 05월 11일","8,388,000","7,500,000","8,524,000","7,498,000","10.09K","11.84%"
"2019년 05월 10일","7,500,000","7,270,000","7,585,000","7,233,000","4.97K","3.16%"
"2019년 05월 09일","7,270,000","6,952,000","7,295,000","6,952,000","4.31K","4.59%"
"2019년 05월 08일","6,951,000","6,752,000","6,965,000","6,682,000","2.78K","2.93%"
"2019년 05월 07일","6,753,000","6,619,000","6,927,000","6,613,000","4.02K","2.02%"
"2019년 05월 06일","6,619,000","6,700,000","6,703,000","6,569,000","2.01K","-1.11%"
"2019년 05월 05일","6,693,000","6,713,000","6,725,000","6,604,000","1.39K","-0.30%"
"2019년 05월 04일","6,713,000","6,583,000","6,750,000","6,458,000","3.40K","1.97%"
"2019년 05월 03일","6,583,000","6,326,000","6,717,000","6,300,000","5.11K","4.01%"
"2019년 05월 02일","6,329,000","6,200,000","6,369,000","6,167,000","1.89K","2.08%"
"2019년 05월 01일","6,200,000","6,123,000","6,200,000","6,117,000","1.50K","1.24%"
"2019년 04월 30일","6,124,000","6,030,000","6,173,000","6,010,000","2.36K","1.56%"
"2019년 04월 29일","6,030,000","6,132,000","6,158,000","5,937,000","3.07K","-1.63%"
"2019년 04월 28일","6,130,000","6,110,000","6,185,000","6,090,000","1.17K","0.33%"
"2019년 04월 27일","6,110,000","6,138,000","6,166,000","6,053,000","1.35K","-0.46%"
"2019년 04월 26일","6,138,000","6,111,000","6,313,000","6,012,000","4.92K","0.34%"
"2019년 04월 25일","6,117,000","6,419,000","6,448,000","6,065,000","4.38K","-4.70%"
"2019년 04월 24일","6,419,000","6,440,000","6,560,000","6,300,000","5.82K","-0.33%"
"2019년 04월 23일","6,440,000","6,235,000","6,542,000","6,220,000","5.02K","3.29%"
"2019년 04월 22일","6,235,000","6,148,000","6,281,000","6,100,000","2.88K","1.51%"
"2019년 04월 21일","6,142,000","6,142,000","6,180,000","6,057,000","2.21K","-0.13%"
"2019년 04월 20일","6,150,000","6,087,000","6,161,000","6,081,000","1.60K","1.03%"
"2019년 04월 19일","6,087,000","6,069,000","6,131,000","5,997,000","2.76K","0.30%"
"2019년 04월 18일","6,069,000","6,004,000","6,090,000","5,997,000","3.41K","0.95%"
"2019년 04월 17일","6,012,000","6,040,000","6,097,000","5,975,000","3.09K","-0.46%"
"2019년 04월 16일","6,040,000","5,855,000","6,050,000","5,840,000","2.36K","3.09%"
"2019년 04월 15일","5,859,000","5,956,000","5,994,000","5,825,000","2.21K","-1.63%"
"2019년 04월 14일","5,956,000","5,886,000","5,982,000","5,823,000","0.86K","1.15%"
"2019년 04월 13일","5,888,000","5,910,000","5,945,000","5,822,000","1.09K","-0.37%"
"2019년 04월 12일","5,910,000","5,873,000","5,920,000","5,650,000","2.15K","0.63%"
"2019년 04월 11일","5,873,000","6,172,000","6,201,000","5,762,000","3.44K","-4.78%"
"2019년 04월 10일","6,168,000","5,998,000","6,223,000","5,985,000","1.83K","2.83%"
"2019년 04월 09일","5,998,000","6,072,000","6,073,000","5,931,000","1.35K","-1.22%"
"2019년 04월 08일","6,072,000","5,886,000","6,097,000","5,854,000","2.93K","3.16%"
"2019년 04월 07일","5,886,000","5,760,000","5,920,000","5,746,000","1.33K","2.38%"
"2019년 04월 06일","5,749,000","5,674,000","5,912,000","5,600,000","1.76K","1.30%"
"2019년 04월 05일","5,675,000","5,565,000","5,694,000","5,537,000","2.20K","1.98%"
"2019년 04월 04일","5,565,000","5,616,000","5,759,000","5,450,000","2.83K","-0.91%"
"2019년 04월 03일","5,616,000","5,514,000","5,973,000","5,445,000","6.50K","1.83%"
"2019년 04월 02일","5,515,000","4,745,000","5,700,000","4,744,000","10.23K","16.23%"
"2019년 04월 01일","4,745,000","4,650,000","4,790,000","4,625,000","3.54K","2.04%"
"2019년 03월 31일","4,650,000","4,630,000","4,657,000","4,620,000","1.91K","0.43%"
"2019년 03월 30일","4,630,000","4,638,000","4,679,000","4,546,000","2.05K","-0.30%"
"2019년 03월 29일","4,644,000","4,547,000","4,672,000","4,546,000","5.12K","2.13%"
"2019년 03월 28일","4,547,000","4,547,000","4,560,000","4,526,000","6.43K","0.00%"
"2019년 03월 27일","4,547,000","4,492,000","4,555,000","4,475,000","6.58K","1.22%"
"2019년 03월 26일","4,492,000","4,483,000","4,492,000","4,430,000","6.18K","0.25%"
"2019년 03월 25일","4,481,000","4,526,000","4,546,000","4,430,000","3.45K","-0.97%"
"2019년 03월 24일","4,525,000","4,514,000","4,537,000","4,491,000","2.13K","0.24%"
"2019년 03월 23일","4,514,000","4,497,000","4,527,000","4,487,000","1.79K","0.38%"
"2019년 03월 22일","4,497,000","4,496,000","4,519,000","4,486,000","2.44K","0.04%"
"2019년 03월 21일","4,495,000","4,532,000","4,561,000","4,434,000","4.57K","-0.82%"
"2019년 03월 20일","4,532,000","4,486,000","4,537,000","4,464,000","3.87K","1.03%"
"2019년 03월 19일","4,486,000","4,456,000","4,500,000","4,447,000","3.06K","0.70%"
"2019년 03월 18일","4,455,000","4,425,000","4,484,000","4,421,000","3.59K","0.68%"
"2019년 03월 17일","4,425,000","4,441,000","4,443,000","4,389,000","2.78K","-0.32%"
"2019년 03월 16일","4,439,000","4,360,000","4,498,000","4,355,000","4.01K","1.81%"
"2019년 03월 15일","4,360,000","4,342,000","4,380,000","4,331,000","3.76K","0.51%"
"2019년 03월 14일","4,338,000","4,325,000","4,381,000","4,285,000","4.76K","0.28%"
"2019년 03월 13일","4,326,000","4,323,000","4,350,000","4,298,000","4.02K","0.07%"
"2019년 03월 12일","4,323,000","4,334,000","4,354,000","4,272,000","4.21K","-0.25%"
"2019년 03월 11일","4,334,000","4,333,000","4,370,000","4,293,000","5.01K","0.02%"
"2019년 03월 10일","4,333,000","4,358,000","4,358,000","4,310,000","3.93K","-0.57%"
"2019년 03월 09일","4,358,000","4,313,000","4,390,000","4,289,000","5.13K","1.02%"
"2019년 03월 08일","4,314,000","4,290,000","4,376,000","4,235,000","6.39K","0.56%"
"2019년 03월 07일","4,290,000","4,262,000","4,306,000","4,259,000","3.61K","0.63%"
"2019년 03월 06일","4,263,000","4,245,000","4,294,000","4,213,000","2.99K","0.45%"
"2019년 03월 05일","4,244,000","4,155,000","4,266,000","4,139,000","3.97K","2.17%"
"2019년 03월 04일","4,154,000","4,239,000","4,255,000","4,122,000","3.81K","-1.89%"
"2019년 03월 03일","4,234,000","4,251,000","4,266,000","4,219,000","1.72K","-0.45%"
"2019년 03월 02일","4,253,000","4,247,000","4,270,000","4,214,000","1.82K","0.00%"
"2019년 03월 01일","4,253,000","4,239,000","4,270,000","4,237,000","1.88K","0.31%"
"2019년 02월 28일","4,240,000","4,256,000","4,325,000","4,200,000","4.01K","-0.38%"
"2019년 02월 27일","4,256,000","4,235,000","4,270,000","4,137,000","3.86K","0.40%"
"2019년 02월 26일","4,239,000","4,254,000","4,263,000","4,208,000","3.76K","-0.38%"
"2019년 02월 25일","4,255,000","4,189,000","4,274,000","4,185,000","4.70K","1.48%"
"2019년 02월 24일","4,193,000","4,475,000","4,557,000","4,155,000","8.58K","-6.36%"
"2019년 02월 23일","4,478,000","4,353,000","4,497,000","4,322,000","2.68K","2.87%"
"2019년 02월 22일","4,353,000","4,333,000","4,376,000","4,329,000","2.74K","0.46%"
"2019년 02월 21일","4,333,000","4,319,000","4,397,000","4,297,000","3.97K","0.35%"
"2019년 02월 20일","4,318,000","4,253,000","4,339,000","4,217,000","3.88K","1.48%"
"2019년 02월 19일","4,255,000","4,240,000","4,337,000","4,168,000","5.54K","0.35%"
"2019년 02월 18일","4,240,000","4,042,000","4,264,000","4,031,000","6.11K","4.90%"
"2019년 02월 17일","4,042,000","4,003,000","4,089,000","3,988,000","2.51K","0.90%"
"2019년 02월 16일","4,006,000","3,989,000","4,028,000","3,988,000","1.81K","0.40%"
"2019년 02월 15일","3,990,000","3,985,000","4,038,000","3,980,000","2.61K","0.13%"
"2019년 02월 14일","3,985,000","3,985,000","3,997,000","3,968,000","2.29K","0.00%"
"2019년 02월 13일","3,985,000","3,983,000","4,012,000","3,968,000","2.72K","-0.05%"
"2019년 02월 12일","3,987,000","3,986,000","4,014,000","3,950,000","2.90K","-0.05%"
"2019년 02월 11일","3,989,000","4,029,000","4,033,000","3,974,000","3.13K","-0.99%"
"2019년 02월 10일","4,029,000","4,000,000","4,033,000","3,938,000","2.52K","0.73%"
"2019년 02월 09일","4,000,000","4,007,000","4,033,000","3,970,000","2.89K","-0.12%"
"2019년 02월 08일","4,005,000","3,788,000","4,080,000","3,770,000","5.32K","5.76%"
"2019년 02월 07일","3,787,000","3,788,000","3,809,000","3,780,000","2.30K","-0.03%"
"2019년 02월 06일","3,788,000","3,837,000","3,850,000","3,760,000","2.67K","-1.28%"
"2019년 02월 05일","3,837,000","3,826,000","3,848,000","3,817,000","1.81K","0.26%"
"2019년 02월 04일","3,827,000","3,826,000","3,847,000","3,796,000","1.80K","0.03%"
"2019년 02월 03일","3,826,000","3,856,000","3,861,000","3,796,000","1.43K","-0.78%"
"2019년 02월 02일","3,856,000","3,818,000","3,867,000","3,797,000","1.71K","1.00%"
"2019년 02월 01일","3,818,000","3,774,000","3,824,000","3,740,000","2.58K","1.17%"
"2019년 01월 31일","3,774,000","3,807,000","3,849,000","3,758,000","3.63K","-0.87%"
"2019년 01월 30일","3,807,000","3,796,000","3,849,000","3,769,000","3.71K","0.29%"
"2019년 01월 29일","3,796,000","3,830,000","3,838,000","3,739,000","3.17K","-0.89%"
"2019년 01월 28일","3,830,000","3,948,000","3,948,000","3,780,000","4.26K","-2.99%"
"2019년 01월 27일","3,948,000","3,968,000","3,983,000","3,900,000","1.98K","-0.53%"
"2019년 01월 26일","3,969,000","3,962,000","4,040,000","3,940,000","2.39K","0.18%"
"2019년 01월 25일","3,962,000","3,978,000","3,988,000","3,909,000","2.51K","-0.40%"
"2019년 01월 24일","3,978,000","3,998,000","4,000,000","3,951,000","2.94K","-0.45%"
"2019년 01월 23일","3,996,000","4,013,000","4,028,000","3,960,000","3.09K","-0.42%"
"2019년 01월 22일","4,013,000","3,975,000","4,046,000","3,900,000","4.08K","0.98%"
"2019년 01월 21일","3,974,000","3,986,000","4,000,000","3,945,000","2.72K","-0.20%"
"2019년 01월 20일","3,982,000","4,112,000","4,137,000","3,928,000","2.79K","-3.16%"
"2019년 01월 19일","4,112,000","4,051,000","4,179,000","4,046,000","2.78K","1.51%"
"2019년 01월 18일","4,051,000","4,072,000","4,075,000","4,022,000","3.02K","-0.52%"
"2019년 01월 17일","4,072,000","4,054,000","4,085,000","4,007,000","3.20K","0.44%"
"2019년 01월 16일","4,054,000","4,030,000","4,099,000","4,020,000","4.11K","0.60%"
"2019년 01월 15일","4,030,000","4,095,000","4,119,000","4,000,000","3.57K","-1.66%"
"2019년 01월 14일","4,098,000","3,964,000","4,148,000","3,955,000","4.23K","3.38%"
"2019년 01월 13일","3,964,000","4,094,000","4,120,000","3,942,000","3.18K","-3.15%"
"2019년 01월 12일","4,093,000","4,110,000","4,129,000","4,050,000","2.39K","-0.41%"
"2019년 01월 11일","4,110,000","4,089,000","4,157,000","4,047,000","4.74K","0.51%"
"2019년 01월 10일","4,089,000","4,457,000","4,485,000","4,068,000","7.11K","-8.22%"
"2019년 01월 09일","4,455,000","4,488,000","4,507,000","4,417,000","16.65K","-0.74%"
"2019년 01월 08일","4,488,000","4,501,000","4,573,000","4,410,000","19.79K","-0.31%"
"2019년 01월 07일","4,502,000","4,525,000","4,600,000","4,283,000","21.70K","-0.51%"
"2019년 01월 06일","4,525,000","4,297,000","4,553,000","4,269,000","22.37K","5.31%"
"2019년 01월 05일","4,297,000","4,309,000","4,354,000","4,278,000","24.87K","-0.28%"
"2019년 01월 04일","4,309,000","4,286,000","4,334,000","4,243,000","19.20K","0.63%"
"2019년 01월 03일","4,282,000","4,352,000","4,367,000","4,259,000","15.37K","-1.45%"
"2019년 01월 02일","4,345,000","4,294,000","4,360,000","4,244,000","3.86K","1.31%"
"2019년 01월 01일","4,289,000","4,199,000","4,300,000","4,137,000","3.23K","2.14%"
"2018년 12월 31일","4,199,000","4,290,000","4,302,000","4,138,000","4.37K","-2.24%"
"2018년 12월 30일","4,295,000","4,184,000","4,330,000","4,159,000","3.68K","2.51%"
"2018년 12월 29일","4,190,000","4,344,000","4,377,000","4,162,000","4.12K","-3.23%"
"2018년 12월 28일","4,330,000","4,127,000","4,368,000","4,055,000","7.16K","4.94%"
"2018년 12월 27일","4,126,000","4,286,000","4,328,000","4,056,000","4.98K","-3.73%"
"2018년 12월 26일","4,286,000","4,245,000","4,348,000","4,160,000","4.83K","0.97%"
"2018년 12월 25일","4,245,000","4,538,000","4,555,000","4,144,000","7.41K","-6.50%"
"2018년 12월 24일","4,540,000","4,431,000","4,705,000","4,427,000","8.97K","2.46%"
"2018년 12월 23일","4,431,000","4,468,000","4,539,000","4,378,000","5.90K","-0.83%"
"2018년 12월 22일","4,468,000","4,330,000","4,495,000","4,275,000","4.96K","3.19%"
"2018년 12월 21일","4,330,000","4,565,000","4,702,000","4,245,000","10.22K","-5.17%"
"2018년 12월 20일","4,566,000","4,121,000","4,632,000","4,088,000","11.75K","10.83%"
"2018년 12월 19일","4,120,000","4,096,000","4,401,000","4,064,000","10.01K","0.54%"
"2018년 12월 18일","4,098,000","3,927,000","4,110,000","3,847,000","5.94K","4.35%"
"2018년 12월 17일","3,927,000","3,637,000","3,975,000","3,626,000","7.07K","8.00%"
"2018년 12월 16일","3,636,000","3,626,000","3,701,000","3,605,000","2.51K","0.28%"
"2018년 12월 15일","3,626,000","3,636,000","3,691,000","3,563,000","2.88K","-0.30%"
"2018년 12월 14일","3,637,000","3,723,000","3,763,000","3,600,000","4.89K","-2.31%"
"2018년 12월 13일","3,723,000","3,889,000","3,904,000","3,692,000","4.59K","-4.39%"
"2018년 12월 12일","3,894,000","3,821,000","3,931,000","3,803,000","3.83K","1.70%"
"2018년 12월 11일","3,829,000","3,897,000","3,920,000","3,777,000","3.92K","-1.74%"
"2018년 12월 10일","3,897,000","4,017,000","4,075,000","3,845,000","4.16K","-2.96%"
"2018년 12월 09일","4,016,000","3,888,000","4,120,000","3,844,000","4.03K","3.29%"
"2018년 12월 08일","3,888,000","3,867,000","3,999,000","3,720,000","4.19K","0.54%"
"2018년 12월 07일","3,867,000","3,964,000","4,045,000","3,669,000","9.96K","-2.45%"
"2018년 12월 06일","3,964,000","4,264,000","4,381,000","3,958,000","7.99K","-6.99%"
"2018년 12월 05일","4,262,000","4,457,000","4,470,000","4,230,000","5.23K","-4.38%"
"2018년 12월 04일","4,457,000","4,386,000","4,595,000","4,284,000","5.89K","1.60%"
"2018년 12월 03일","4,387,000","4,694,000","4,713,000","4,333,000","5.91K","-6.54%"
"2018년 12월 02일","4,694,000","4,726,000","4,848,000","4,613,000","3.57K","-0.66%"
"2018년 12월 01일","4,725,000","4,571,000","4,843,000","4,480,000","3.79K","3.37%"
"2018년 11월 30일","4,571,000","4,845,000","4,883,000","4,460,000","5.17K","-5.66%"
"2018년 11월 29일","4,845,000","4,799,000","5,020,000","4,660,000","6.45K","0.96%"
"2018년 11월 28일","4,799,000","4,376,000","4,930,000","4,368,000","7.39K","9.54%"
"2018년 11월 27일","4,381,000","4,367,000","4,443,000","4,177,000","5.27K","0.41%"
"2018년 11월 26일","4,363,000","4,613,000","4,746,000","4,167,000","6.89K","-5.42%"
"2018년 11월 25일","4,613,000","4,491,000","4,770,000","4,127,000","8.47K","2.72%"
"2018년 11월 24일","4,491,000","5,013,000","5,131,000","4,420,000","4.37K","-10.41%"
"2018년 11월 23일","5,013,000","4,971,000","5,075,000","4,787,000","4.08K","1.07%"
"2018년 11월 22일","4,960,000","5,278,000","5,357,000","4,910,000","3.62K","-6.03%"
"2018년 11월 21일","5,278,000","5,187,000","5,430,000","5,018,000","5.19K","1.75%"
"2018년 11월 20일","5,187,000","5,610,000","5,748,000","4,942,000","9.55K","-7.54%"
"2018년 11월 19일","5,610,000","6,423,000","6,428,000","5,550,000","5.47K","-12.67%"
"2018년 11월 18일","6,424,000","6,402,000","6,455,000","6,372,000","0.81K","0.34%"
"2018년 11월 17일","6,402,000","6,432,000","6,432,000","6,343,000","1.14K","-0.31%"
"2018년 11월 16일","6,422,000","6,539,000","6,580,000","6,337,000","2.66K","-1.59%"
"2018년 11월 15일","6,526,000","6,775,000","6,808,000","6,271,000","4.86K","-3.62%"
"2018년 11월 14일","6,771,000","7,245,000","7,268,000","6,503,000","4.16K","-6.54%"
"2018년 11월 13일","7,245,000","7,252,000","7,272,000","7,213,000","1.55K","-0.12%"
"2018년 11월 12일","7,254,000","7,264,000","7,293,000","7,243,000","1.29K","-0.15%"
"2018년 11월 11일","7,265,000","7,240,000","7,272,000","7,198,000","42.16K","0.35%"
